51	jue-pin-tou-shi	绝品透视	01月10号 更新	热血	他是威震国际的武学宗师，武道神化，十步杀一人；他是温文尔雅的古玩大家，赌石赏画，收藏富可敌国；他是鼎鼎大名的玄门高手，能断风水，善察吉凶，让佛道两教共尊。他更是医道圣手，侦察之王，投资奇才!他便是张均，因机缘巧合之下，得到佛陀眼珠舍利，从此遍阅世间美人，傲视天下！	0	3	0
52	hen-xi-you	狠西游	2017-02-11 更新	热血|校园|冒险	每周一和周四双更新，欢迎关注《狠西遊》微博：@狠西遊，微信公众号：henxiyou，官方QQ群：271760962。唐僧悟空师徒四人被陷害，魂飞魄散，他们的灵魂到达另外一个世界，其中悟空的灵魂附身在一个男屌丝学生身上。师徒四人一方面躲避同样到达这个世界的神秘势力的追杀，一面想方设法回到原来的世界，走走完取经的最后一程……	0	3	0
53	huo-guo-jia-zu	火锅家族	2018-05-03 更新	搞笑	这里是人见人爱，花见花开，汽车见了要转弯，啤酒见了打开盖的爆笑漫画--火锅家族。在这里，您能看到最反转的剧情，最污的段子，最没节操的对话，画的一般，能力也有限，只希望我们的付出，能为您带来好心情！	0	3	0
54	yi-ye-nie-qing	一夜孽情	2018-12-21 更新	恋爱	一百万，她将自己卖了，并且同意让人看整个过程。黑暗中的邪少似野兽，狂暴、野蛮。本以为一次就可以拿钱走人，没想到他却说：买你是一晚不是一次，你必须接受，否则一分钱也没有……本以为，一切都结束了，没想到却有了孩子。为了养活孩子，她又与娱乐公司签了五年的卖身契，没想到孩子的爸爸竟然……	1	3	0
55	jiang-jun-you-xi	将军有喜	2019-02-28 更新	恋爱	穿越附身征西大将军，一来给人害、二来给逼婚、三来丈夫是纨绔子弟？天啊！我可能进行了次假穿越……	0	3	0
56	zong-cai-zai-shang	总裁在上	2017-03-31 更新	恋爱	时小念是个三流的少女漫画家，被名誉全球的科技之王宫欧掠去，宫欧一再要她交出三年前为他生的宝宝，时小念否认认识他，却被宫欧软禁起来。时小念发现宫欧患有偏执型人格障碍，善妒、性格很差，谁都不信。宫欧却爱上了时小念以及她的一切，用情商极低的方式追求著她。两个风马牛不相及的人走到一起，夹杂在他们们之间三年前的秘密一直未被揭开，是阴谋还是误会？这时，时小念的青梅竹马慕千初恢复了因动手术的记忆，重新来寻找她	1	3	0
57	mo-ling-da-di	魔灵大帝	2018-10-03 更新	热血|彩虹|战争	天赋极高、三观独特的星夜明，气场像极了各种故事里“注定走上邪路并最终被打败”的反面人物，只有个性、能力、甚至性取向都与众不同的老师赫奇和他惺惺相惜。终于有一天，星夜明因为一场意外重生为了人类的天敌——魔灵，彻底反派光环加身，导致原本还想努力融入主流的他最终放弃了挣扎。既然堕入魔道是宿命，那就华丽地演演好这命中注定的反派角色吧！生存之谜太大了，答案肯定不止一个	0	3	0
58	wan-dao-cheng-shen	万道成神	2018-04-27 更新	热血|冒险|奇幻	九域争天地，一枪定乾坤！一心想要变强的古村少年，踏上漫漫修炼路……同门相争？身世之谜？九域争霸？胜者为王？等待着他的究竟是……根据酷匠网同名小说《万道成神》改编周一周五更新~	1	3	0
59	shan-hai-ni-zhan	山海逆战	07月10号 更新	热血|神鬼	山海之间无奇不有，更有各种珍奇异兽存活其间。智者伯益发现食用异兽之肉，饮其鲜血，便能获得异兽之力。而这些身负奇能者，被称为异士！伯益走遍天下，笔录所见的异兽，并写成《山海经》，更是以此创立的山海派，宣扬食用异兽获得异能的理念。但是当伯益消失之后，山海派却逐渐地失去了往日的理念，成为了追名逐利的集团。。少年勾徹是山海派的奴隶，却拥有惊人的异能。一次与异兽的战斗，彻底改变了少年和整个世界的命运…	0	1	0
60	hun-shou-ji	魂兽纪	07月11号 更新	热血|冒险|奇幻	【首发/每周三、六更新】百年前，花火大陆，魂兽现世。武者收服魂兽，革新武学，开创「魂兽附身」的全新招式！正道五门，驭灵兽，扬天道正义；妖神邪门，驾凶兽，逐武林至强！正邪势不两立，武林腥风血雨！追逐至尊神兽，武者从未停歇！三位少年，各自背负起不同的使命，在这绚烂江湖，展翅而飞。正所谓，炫剑驭神兽，英雄雄出少年	1	1	0
61	huo-feng-liao-yuan	火凤燎原	06月30号 更新	冒险|战争|历史	在汉朝末年，朝廷积弱，天下四方群雄并起。其中有一支自称“残兵”的暗杀部队。人们只知道他们的首领是一位独眼人，还有被他们盯上的猎物没有一个是可以逃脱的。其时董卓挟天子以令诸侯，又有战神吕布为其征讨，但吕布的真正目的是。。。。而董卓也非泛泛之辈。另一方面，天下大势，竟尽在一家之手。。他们都出于水镜先生门下，号水镜八奇。然而，世事无常，各人命运各不相同。目前来看，袁方很可能是一个悲剧人物。其余人物将一一登场。画风以写实为主，对人物表情的描绘很到位。以漫画的手法重新演绎了三国这个英雄辈出，天下大乱的年代。正是：江山如此多娇，引无数英雄尽折腰。作者对人们熟知的三国历史重新构造，但是又令人觉得真实可信。这一点，比之《龙狼传》强过太多	0	1	0
62	wu-shen	武神	2006-09-25 更新	热血	武神漫画，风族武男为光复风族，出外进行艰巨的任务……后来得到族內的三眼和克豹传受武学，更习得终极派大刀的刀招──阿鼻地狱刀，在机缘巧合下结识了无量武神等人物，使他一步一步的迈向武神的皇者之路……《武神》是温日良目前最好、最成熟的长篇作品。武打场面精彩，画面充满强劲的力量，故事性强和节奏明快，带你你进入神奇的武侠世界，精彩不容错过！	1	1	0
63	tian-long-ba-bu	天龙八部	2008-05-20 更新	热血	金庸是武侠小说的王者，黄玉郎是动作漫画的王者，两位合作推出的《天龙八部漫画》，必能给读者带来一份惊喜。情节起伏跌宕，画面效果逼真，堪称大众文化的又一精品。这部作品以天龙八部为名，写的是北宋时云南大理国的故事。大理国是佛教国家，皇帝都崇信佛教，往往放弃皇位，出家为僧，是我国历史上一个十分奇特的的现象。天龙八部这八种神道精怪，各有奇特个性和神通，虽是人间之外的众生，却也有尘世的欢吉和悲苦。这部作品里没有神道精怪，只是借用这个佛经名词，以象片一些现世人物的诸般性格和际遇	1	1	0
64	wo-ben-fei-chai	我本废柴	05月09号 更新	热血|后宫|奇幻	【万画筒漫画出品】【每周三、周六更新】被看轻、被退婚、被杀害，也许这就是废柴该有的人生吧……可偏偏被我这修仙界第一的苍昆子夺舍重生。所谓既来之则安之，且看我如何用这废柴之躯，碾碎尔等蝼蚁之辈！	0	1	0
65	su-sheng-zhan-chong	苏生战铳	2019-07-24 更新	热血|冒险|奇幻	《苏生战铳2》强势归来！！！经过数月准备，《苏生战铳》第二部已正式开始连载！！搜索《苏生战铳2》立刻开启新的冒险！不久的将来，世界成为了一个奇异国度。政府认可下，濒死的人将不获拯救，而部分刚失去生命的幸运死者，将被黑暗市场的买家购买，而从死里救活并进行改造，成为被称为苏械的强大战士!被作为死斗市场中赌博赌命的工具!（苏械：即死后复活没灵魂的器械。）	0	1	0
66	lu-ding-ji	鹿鼎记	2007-10-17 更新	热血|恋爱	鹿鼎记（玉皇朝版）漫画，《鹿鼎记》是香港作家金庸（查良镛）的最后一部长篇武侠小说作品。该小说于1969年—1972年间创作，背景设置在明末清初（1644年-1689年）。1969年10月24日开始在《明报》连载，到1972年9月23日刊完，一共连载了2年11个月。本书是金庸的封笔之作，现收录于《金金庸作品集》中。之后，《鹿鼎记》被多次拍成电影和电视剧，同时评书、广播剧、漫画、话剧、游戏等相关作品也陆续推出	1	1	0
67	jue-shi-wu-shuang	绝世无双	2008-02-01 更新	热血	绝世无双漫画，龙飞舞和凤无双，两个住在贫民窟中的懒惰小孩，时常贪睡的他们，发梦都想不到，他们会成为南宋末年上举足轻重的人物，更想不到的是，在南宋灭亡前的最后岁月，他们不但会亲眼见证着仙人、魔界的存在，还会深深体会到，人可以如何地去改变“命运”。	1	1	0
68	wo-shi-wo-qi	我是我妻	2018-07-20 更新	恋爱|校园	时光倒流，秋易变成了女孩子，但是在这个时空，依然有一个男性的他存在……【我还是我吗？我到底是谁？】当女性的自己遇上了男性的自己，又会碰撞出怎样的火花呢？一切尽在《我是我妻》（SF轻小说人气作品改编）	1	1	0
69	feng-yun-quan-ji	风云全集	2015-01-29 更新	热血	金麟岂是池中物，一遇风云便化龙九霄龙吟惊天变，风云聚会浅水游这是泥菩萨给天下会雄霸的四句批言，概括了他一生的命运。前两句是指全半生雄霸的霸业尽得聂风和步惊云的帮助，因而完成。后两句则是指雄霸失败，亦是风云所致。所谓：成也风云，败也风云。	1	1	0
70	zai-zao-kong-jian	再造空间	2018-11-14 更新	校园|冒险|运动	【《再造空间》官方微博：司徒剑侨-再造空间；官方QQ群：556597608；微信：yingqidm】“要是在游戏世界里，我就是英雄了！”被队友背靠着背以一挡百，被美女们纠缠着手臂撒娇，力战恶龙挽救公主，相信每个宅男都有如此想过吧...主角风间良正是这样子的一名宅男，在学校被同学欺凌，被爱慕的女神嫌弃弃，唯一能慰藉存在感的就只有游戏。把感情封锁在心底深处，每日都幻想可以进入游戏世界里。他的愿望…竟然成真了	0	1	0
71	chun-qiu-zhan-xiong	春秋战雄	2016-08-17 更新	热血	上个星期，玉皇朝2010新作的书名征集活动选出五个候选名额，分别是：《春秋骄雄》、《春秋玄侠》、《春秋战神》、《春秋英雄》和《春秋战雄》。本周的《新著龙虎门》最终公布了确定的书名——《春秋战雄》，同时公布了征名活动的入围百强。《春秋戰雄》創刊號(情報)漫友漫畫讀友分享的《春秋戰雄》》創刊號(情報-風蓮轉貼)：內容速讀後，感覺手工十足，文武戲交到貨，但也正如所料，老板斧戲，新意欠奉...毒帥，惡帥先後登場，勝公子敗落被鳳香(畫得很正!!)所救，都是熟口熟面...	1	1	0
72	jue-dai-shuang-jiao	绝代双骄	2009-06-11 更新	热血	绝代双骄漫画，移花宫主邀月因爱成恨，追杀江枫花月奴夫妇。邀月一怒定下毒计，把枫之一双孪生儿子分开抚养，企图令亲兄弟长大后互相仇杀以泄愤。十余年后，一对孪生子长大成人，花无缺在移花宫中被邀月授予超卓武功，而小鱼儿则在恶人谷中长大，从四大恶人身上学得诡计多端。无缺及小鱼儿分别奉命追寻南天宝葳，二人人不期而遇，结成好友。最后，邀月逼无缺与小鱼儿作生死决斗，小鱼儿凭机智查出邀月奸计，并揭穿人世间父母仇人江别鹤及玉郎祸害江湖之险谋…	1	1	0
73	si-da-ming-bu	四大名捕	2010-08-13 更新	热血	冷血、追命、铁手、无情合称四大名捕。此四人各怀绝技，且性格迥异，但都是重情重义、是非分明的正义之士。江湖若有不平事，必引此四人出手……京城内多年来不断发生离奇灭门血案，而背后涉及谋权篡位，“无情”被灭门一案亦牵涉其中。四大名捕的师父诸葛先生，为破解个中阴谋，集合四大名捕联手追查，赫然发现执行任务的的乃是“十三原凶”，这批凶徒武功奇高，背后主谋的身份同样令人震惊……改编自温瑞安同名经典小说，同名电视剧作品正在国内火红热播，《四大名捕》漫画版本以超强阵容，诚心制作，给你更强烈的视觉冲击，让你体味更动人的侠骨柔情	1	1	0
74	ba-dao	霸刀	2011-05-25 更新	热血	飛驚自小在十三吉祥中的十三刀堂跟隨堂主燕十三學刀，希望每一個徒兒都能成才，在十三吉祥裡地位無分高低，只要有能者，便能奪得寶座，這形成四周滿佈間諜，無論夫婦子女，都可能是自己的敵人。燕十三希望飛驚不會成為一個大魔頭，在自己死前告知飛驚有刀無敵的存在，令飛驚離開十三吉祥，送霸刀到刀無敵。離開十三吉祥後後，認識了易楚。後來遇上刀無敵，並得知他正在與天道劍邪相約在劍刀峰比武一事。後來，刀無敵命飛驚送霸刀到劍刀峰，可惜當飛驚到達劍刀峰時刀無敵已身受重傷，承諾飛驚在一年後再比武。同時要求飛驚到浮生堂救他的女兒，飛驚救了刀若夢及霸刀門的後人，不久眾人便跟隨飛驚繼承霸刀門。其後易楚獻計先滅六寨溝為鞏固霸刀門的根據地，因霸刀門位於四風騷中央，而霸刀門的加入便引發了紅門殺宴及易楚被擒的精彩序幕。其後飛驚更被血蝕老祖及暗黑老祖打致重傷，這樣便展開一連串的門派鬥	1	1	0
